new_ID,Age,Gender,Grade,TYPEOFSC,shift_school,School transport,Transport_2or3wheelers,Travel_Accompany,Travel-accompany1,Travel-accompany2,TimeSchool,time_school,SchoolHomeTransport,home_schooltransportusual,Returned_Travel_Accompany,Parents_Trust,Cross_road,Allow_Public_Bus,Visit_Friend_Home,Visit_Relatives,Worship_Place,Visit_Shop,Dineout,Visit_Cinema,Friends_Dark,Play_Ground,Play_Score,Went_for_Walk,Went_Concert,Went_Club,Library,Café,Tuition,Part_time_work,Any_Activity,activity_alone,activity_independent,Q15R,weekend,RTI,RTI_Consult
610,13,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,On Your own or with other young person,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
617,11,Girl,7,private,morning shift only,school bus/van,four wheelers,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,School Van,4 wheelers,Child of same age or younger,Sometime,yes,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,mix,2,No Activity,activity,0,0
618,13,Girl,7,private,morning shift only,Car,four wheelers,Mix,Mix,Mix,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Never,yes,no,Not Done,On Your own or with other young person,Not Done,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
619,13,Girl,7,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Never,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,0
621,12,Girl,7,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Never,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
444,13,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
446,14,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,yes,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
622,14,Boy,7,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,yes,no,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,On Your own or with other young person,Mix,mix,2,There was an activity,activity,1,0
623,12,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,0
454,12,Girl,6,private,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
624,13,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
464,16,Girl,10,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
465,16,Girl,10,private,morning shift only,walk,walk,Mix,Mix,Mix,5 to 15 mins,15 min or less,Motorbike,2 or 3 wheelers,Mix,Sometime,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,1
466,16,Girl,10,private,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,yes,yes,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
467,16,Girl,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
468,16,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Never,yes,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
472,17,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
473,17,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,2 or 3 wheelers,Child of same age or younger,Never,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
474,15,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,yes,no,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
475,15,Girl,10,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,1,0
476,16,Boy,10,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Cycle,2 or 3 wheelers,Child of same age or younger,Sometime,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
477,15,Boy,10,private,morning shift only,walk,walk,Another adult,Another Adult,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
625,12,Boy,7,private,morning shift only,school bus/van,four wheelers,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,School Van,4 wheelers,Child of same age or younger,Sometime,no,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Mix,mix,2,There was an activity,activity,0,0
479,16,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
480,16,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
481,15,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
482,14,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,> 46 mins,more than 30 min,Walk,walk,Child of same age or younger,Always,yes,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
488,13,Girl,8,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
626,13,Boy,7,private,morning shift only,school bus/van,four wheelers,Mix,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,School Van,4 wheelers,Mix,Always,yes,no,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,1
502,13,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
503,16,Girl,9,private,both morning and evening shifts,walk,walk,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
504,16,Girl,9,private,both morning and evening shifts,walk,walk,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
505,14,Girl,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
506,14,Girl,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
507,16,Girl,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
508,13,Girl,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
509,15,Boy,9,private,both morning and evening shifts,walk,walk,Another adult,Another Adult,Merged Parent and Adult,< 5 mins,15 min or less,Car,4 wheelers,Another adult,Sometime,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,0
627,13,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,0
512,14,Boy,9,private,both morning and evening shifts,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Older child / teenager,Always,yes,yes,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
514,19,Boy,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,yes,Not Done,On Your own or with other young person,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
516,17,Boy,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,1,1
518,16,Boy,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
519,16,Girl,9,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,no,yes,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
521,14,Boy,9,private,morning shift only,Car,four wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Car,4 wheelers,Travelling home alone,Sometime,no,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,0
522,15,Boy,9,private,morning shift only,school bus/van,four wheelers,Mix,Mix,Mix,5 to 15 mins,15 min or less,School Bus,4 wheelers,Travelling home alone,Always,yes,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
628,13,Boy,7,private,morning shift only,school bus/van,four wheelers,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,School Van,4 wheelers,Child of same age or younger,Sometime,yes,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
629,14,Boy,7,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,31 to 45 mins,more than 30 min,Walk,walk,Mix,Always,yes,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,0
630,12,Boy,7,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Older child / teenager,Always,yes,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,1
529,14,Girl,9,private,morning shift only,school bus/van,four wheelers,Mix,Mix,Mix,> 46 mins,more than 30 min,School Van,4 wheelers,Mix,Always,yes,no,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
657,13,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
658,13,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Mix,mix,2,There was an activity,activity,1,1
659,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Mix,mix,2,There was an activity,activity,1,1
660,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Mix,mix,2,There was an activity,activity,0,0
670,12,Boy,6,private,morning shift only,Motorcycle,2 or 3 wheelers,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Motorbike,2 or 3 wheelers,Another adult,Sometime,no,no,Not Done,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
672,14,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,With a parent or other adult,With a parent or other adult,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
541,13,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,1
545,11,Girl,7,private,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,School Van,4 wheelers,Mix,Always,no,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
552,13,Boy,7,private,morning shift only,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Older child / teenager,Always,no,no,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,missing
677,15,Boy,6,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
557,11,Girl,6,private,morning shift only,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Older child / teenager,Sometime,yes,no,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
559,14,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,no,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
564,18,Boy,10,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,16 to 30 mins,16-30 min,Walk,walk,Child of same age or younger,Always,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
566,16,Boy,10,private,morning shift only,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Mix,Sometime,yes,no,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
